date,store_id,item_id,qty_sold,price,on_promo,stockout_flag
2022-05-30,101,1001,24,122.6784477786532,0,0
2022-05-31,101,1001,30,158.07740920871973,0,0
2022-06-01,101,1001,30,157.00243788268287,0,0
2022-06-02,101,1001,27,66.07580170096641,0,0
2022-06-03,101,1001,30,65.73037497987214,0,0
2022-06-04,101,1001,37,98.31187483747675,0,0
2022-06-05,101,1001,37,84.98246173247018,0,0
2022-06-06,101,1001,24,147.3234260437364,0,0
2022-06-07,101,1001,22,138.02616770313188,0,0
2022-06-08,101,1001,28,106.8158938926934,0,0
2022-06-09,101,1001,25,135.61674570033676,0,0
2022-06-10,101,1001,28,190.0537735639812,0,0
2022-06-11,101,1001,35,86.89365925767622,0,0
2022-06-12,101,1001,51,62.03506184924633,1,0
2022-06-13,101,1001,23,199.58833021525916,0,0
2022-06-14,101,1001,13,50.79500095964081,0,1
2022-06-15,101,1001,26,150.29648298866465,0,0
2022-06-16,101,1001,29,121.4929226189618,0,0
2022-06-17,101,1001,25,113.81546579246252,0,0
2022-06-18,101,1001,31,156.08451434666668,0,0
2022-06-19,101,1001,36,122.17101527822263,0,0
2022-06-20,101,1001,23,70.16220154084614,0,0
2022-06-21,101,1001,27,152.685732181975,0,0
2022-06-22,101,1001,24,164.034178983453,0,0
2022-06-23,101,1001,28,66.0048875170154,0,0
2022-06-24,101,1001,36,159.63012128054663,1,0
2022-06-25,101,1001,39,188.96741353845667,0,0
2022-06-26,101,1001,36,174.19113307662377,0,0
2022-06-27,101,1001,25,74.63986968964895,0,0
2022-06-28,101,1001,25,186.1799195693774,0,0
2022-06-29,101,1001,47,117.79229019485588,1,0
2022-06-30,101,1001,28,95.20668112462131,0,0
2022-07-01,101,1001,27,103.30436777275938,0,0
2022-07-02,101,1001,37,84.35380863871944,0,0
2022-07-03,101,1001,21,159.5823705213952,0,1
2022-07-04,101,1001,30,143.01091338927702,0,0
2022-07-05,101,1001,24,199.65389238857648,0,0
2022-07-06,101,1001,29,161.59194388590154,0,0
2022-07-07,101,1001,24,181.51484551426242,0,0
2022-07-08,101,1001,21,106.82323483353736,0,0
2022-07-09,101,1001,38,130.9790955669255,0,0
2022-07-10,101,1001,34,146.1721449327946,0,0
2022-07-11,101,1001,23,139.854404716599,0,0
2022-07-12,101,1001,9,84.10264745449805,0,1
2022-07-13,101,1001,8,137.9344748025196,0,1
2022-07-14,101,1001,22,180.81858634162273,0,0
2022-07-15,101,1001,21,147.7050816482369,1,1
2022-07-16,101,1001,31,113.6196006953579,0,0
2022-07-17,101,1001,54,85.38590518926219,1,0
2022-07-18,101,1001,45,99.82196189824084,1,0
2022-07-19,101,1001,26,109.85040558051955,0,0
2022-07-20,101,1001,29,168.16848330717386,0,0
2022-07-21,101,1001,30,130.6093404406884,0,0
2022-07-22,101,1001,26,160.62518721646225,0,0
2022-07-23,101,1001,31,186.91241943186932,0,0
2022-07-24,101,1001,36,112.83881742568218,0,0
2022-07-25,101,1001,28,91.63807589441271,0,0
2022-07-26,101,1001,30,76.70539503046271,0,0
2022-07-27,101,1001,24,179.09480268361008,0,0
2022-07-28,101,1001,28,60.06147160826412,0,0
2022-07-29,101,1001,27,102.40804985739996,0,0
2022-07-30,101,1001,31,134.72616998939247,0,0
2022-07-31,101,1001,32,129.14715952171787,0,0
2022-08-01,101,1001,26,133.94604969623268,0,0
2022-08-02,101,1001,24,191.9173193200449,0,0
2022-08-03,101,1001,30,111.31012566471446,0,0
2022-08-04,101,1001,38,111.1976743047267,1,0
2022-08-05,101,1001,29,150.78391153980925,0,0
2022-08-06,101,1001,38,76.78169930815004,0,0
2022-08-07,101,1001,31,170.79724510368578,0,0
2022-08-08,101,1001,28,174.53297968504876,0,0
2022-08-09,101,1001,39,93.97215953915199,1,0
2022-08-10,101,1001,22,81.1829382719041,0,0
2022-08-11,101,1001,23,146.43883454213798,0,0
2022-08-12,101,1001,36,88.91351501469387,1,0
2022-08-13,101,1001,32,174.59817598478747,0,0
2022-08-14,101,1001,35,115.4189793702975,0,0
2022-08-15,101,1001,38,67.13568888805952,1,0
2022-08-16,101,1001,44,113.78202567038502,1,0
2022-08-17,101,1001,23,154.82687797413567,0,0
2022-08-18,101,1001,29,175.23953551989487,0,0
2022-08-19,101,1001,13,90.84609897790534,0,1
2022-08-20,101,1001,50,124.71361302665086,1,0
2022-08-21,101,1001,32,174.46127055608025,0,0
2022-08-22,101,1001,27,89.55257039519248,0,0
2022-08-23,101,1001,26,144.96470950361714,0,0
2022-08-24,101,1001,6,110.65722523235365,0,1
2022-08-25,101,1001,30,193.79407659698307,0,0
2022-08-26,101,1001,21,86.80236645219814,0,0
2022-08-27,101,1001,48,94.56825734347626,1,0
2022-08-28,101,1001,49,190.5244608987137,1,0
2022-08-29,101,1001,25,130.97641683622902,0,0
2022-08-30,101,1001,23,124.45493708018545,0,0
2022-08-31,101,1001,22,101.65755980663499,0,0
2022-09-01,101,1001,28,153.2603594641604,0,0
2022-09-02,101,1001,30,61.66480161184356,0,0
2022-09-03,101,1001,33,104.14608454100403,0,0
2022-09-04,101,1001,15,128.1951001120354,0,1
2022-09-05,101,1001,28,163.85537683082748,0,0
2022-09-06,101,1001,25,87.45020132887788,0,0
2022-09-07,101,1001,29,57.7393709988065,0,0
2022-09-08,101,1001,30,188.7872476123499,0,0
2022-09-09,101,1001,27,96.92822847583813,0,0
2022-09-10,101,1001,35,67.29230318709266,0,0
2022-09-11,101,1001,37,58.23239219697124,0,0
2022-09-12,101,1001,23,55.55114520732389,0,0
2022-09-13,101,1001,28,61.542980244381376,0,0
2022-09-14,101,1001,25,110.67281745227761,0,0
2022-09-15,101,1001,27,168.60847472584453,0,0
2022-09-16,101,1001,29,114.02255849822966,0,0
2022-09-17,101,1001,32,53.19041162755807,0,0
2022-09-18,101,1001,37,189.88848641378794,0,0
2022-09-19,101,1001,27,63.28151159204272,0,0
2022-09-20,101,1001,25,90.75304566035061,0,0
2022-09-21,101,1001,29,113.20355034156053,0,0
2022-09-22,101,1001,25,120.09661498064789,0,0
2022-09-23,101,1001,28,85.0411626574865,0,0
2022-09-24,101,1001,21,66.42013980186726,0,1
2022-09-25,101,1001,39,192.4941775925338,0,0
2022-09-26,101,1001,25,181.8677461343247,0,0
2022-09-27,101,1001,28,75.05509191381128,0,0
2022-09-28,101,1001,24,175.67386029248684,0,0
2022-09-29,101,1001,26,84.6004717576638,0,0
2022-09-30,101,1001,22,193.59053944749886,0,0
2022-10-01,101,1001,38,195.3653945211217,0,0
2022-10-02,101,1001,31,128.75472512904022,0,0
2022-10-03,101,1001,30,199.45036637100864,0,0
2022-10-04,101,1001,38,162.18074061383427,1,0
2022-10-05,101,1001,29,63.72302560966323,0,0
2022-10-06,101,1001,29,121.50152424955526,0,0
2022-10-07,101,1001,42,148.28629709585326,1,0
2022-10-08,101,1001,35,87.89736409413277,0,0
2022-10-09,101,1001,36,124.38136026181562,0,0
2022-10-10,101,1001,29,124.27197905209614,1,1
2022-10-11,101,1001,40,131.5668361996099,1,0
2022-10-12,101,1001,33,86.79282983830018,1,0
2022-10-13,101,1001,29,189.5135525764608,0,0
2022-10-14,101,1001,24,73.79076579396106,0,0
2022-10-15,101,1001,40,50.77177561320722,0,0
2022-10-16,101,1001,35,172.69505361785934,0,0
2022-10-17,101,1001,27,98.96503647549395,0,0
2022-10-18,101,1001,29,145.1008554649417,0,0
2022-10-19,101,1001,43,52.76415781073262,1,0
2022-10-20,101,1001,43,190.58427308546766,1,0
2022-10-21,101,1001,24,156.22581329679224,0,0
2022-10-22,101,1001,36,58.68806908381974,0,0
2022-10-23,101,1001,38,196.02334537660954,0,0
2022-10-24,101,1001,24,107.54183906084327,0,0
2022-10-25,101,1001,21,165.56111267116898,0,0
2022-10-26,101,1001,30,120.28091251528765,0,0
2022-10-27,101,1001,24,74.54357317875038,0,0
2022-10-28,101,1001,40,165.9234170025207,1,0
2022-10-29,101,1001,34,192.62953433756155,0,0
2022-10-30,101,1001,24,145.77889214961283,0,1
2022-10-31,101,1001,26,96.79279857426957,0,0
2022-11-01,101,1001,41,54.6701124326767,1,0
2022-11-02,101,1001,29,120.7298690153769,0,0
2022-11-03,101,1001,28,63.67467356092875,0,0
2022-11-04,101,1001,28,164.15359864144983,0,0
2022-11-05,101,1001,33,186.77540524398665,0,0
2022-11-06,101,1001,40,122.2283527268825,0,0
2022-11-07,101,1001,27,114.5458842349194,0,0
2022-11-08,101,1001,26,147.7279200203397,0,0
2022-11-09,101,1001,25,96.55429383853607,0,0
2022-11-10,101,1001,21,108.87403346100272,0,0
2022-11-11,101,1001,26,179.01835957838068,0,0
2022-11-12,101,1001,51,71.88831110527181,1,0
2022-11-13,101,1001,39,122.35345723273873,0,0
2022-11-14,101,1001,24,191.18562563485798,0,0
2022-11-15,101,1001,21,102.59403968137711,0,0
2022-11-16,101,1001,40,69.90736310645906,1,0
2022-11-17,101,1001,27,173.21610920147998,0,0
2022-11-18,101,1001,30,145.46453743154552,0,0
2022-11-19,101,1001,35,141.9416262298409,1,1
2022-11-20,101,1001,39,157.11303981986418,0,0
2022-11-21,101,1001,24,62.01722695770127,0,0
2022-11-22,101,1001,24,167.57488301282928,0,0
2022-11-23,101,1001,23,115.79108247343076,0,0
2022-11-24,101,1001,22,73.93170201697825,0,0
2022-11-25,101,1001,10,161.64185983924335,0,1
2022-11-26,101,1001,37,74.2508816220204,0,0
2022-11-27,101,1001,36,199.45008740851128,0,0
2022-11-28,101,1001,29,110.48920416857477,0,0
2022-11-29,101,1001,26,119.39344351089744,0,0
2022-11-30,101,1001,25,113.8240001672113,0,0
2022-12-01,101,1001,24,125.72673228395267,0,0
2022-12-02,101,1001,40,158.78864906227048,1,0
2022-12-03,101,1001,45,148.2514008248163,1,0
2022-12-04,101,1001,21,143.4449875345224,0,1
2022-12-05,101,1001,38,157.37374470231327,1,0
2022-12-06,101,1001,27,126.89228078087078,0,0
2022-12-07,101,1001,43,180.6124851908767,1,0
2022-12-08,101,1001,28,64.28922619319394,0,0
2022-12-09,101,1001,10,178.69793808840586,0,1
2022-12-10,101,1001,35,69.63104910775247,0,0
2022-12-11,101,1001,37,61.0245120995019,0,0
2022-12-12,101,1001,30,71.86348523671276,0,0
2022-12-13,101,1001,25,156.01658253281687,0,0
2022-12-14,101,1001,26,160.46030225984606,0,0
2022-12-15,101,1001,25,155.80783911683054,0,0
2022-12-16,101,1001,28,80.87618150551523,0,0
2022-12-17,101,1001,34,129.67542920015478,0,0
2022-12-18,101,1001,34,83.70517654590199,0,0
2022-12-19,101,1001,39,137.7006050663883,1,0
2022-12-20,101,1001,30,152.89516039744763,0,0
2022-12-21,101,1001,6,118.21097834507887,0,1
2022-12-22,101,1001,22,68.86122677099732,0,0
2022-12-23,101,1001,24,151.0148649987376,0,0
2022-12-24,101,1001,32,73.42457671882609,0,0
2022-12-25,101,1001,51,149.24485255567203,1,0
2022-12-26,101,1001,46,86.62209356335615,1,0
2022-12-27,101,1001,47,66.96647286148595,1,0
2022-12-28,101,1001,29,82.35127285965757,0,0
2022-12-29,101,1001,25,102.28605008629557,0,0
2022-12-30,101,1001,37,179.9658001291468,1,0
2022-12-31,101,1001,57,93.30283932959571,1,0
2023-01-01,101,1001,34,188.85122463210678,0,0
2023-01-02,101,1001,34,97.57935751480979,1,0
2023-01-03,101,1001,21,50.86379907471824,0,0
2023-01-04,101,1001,21,154.32008100347934,0,0
2023-01-05,101,1001,29,116.66291791268023,0,0
2023-01-06,101,1001,26,150.23191978325244,0,0
2023-01-07,101,1001,40,131.35454974696074,0,0
2023-01-08,101,1001,38,53.84630987096536,0,0
2023-01-09,101,1001,30,128.99356959034395,0,0
2023-01-10,101,1001,24,171.94786080741403,0,0
2023-01-11,101,1001,22,173.35901282255873,0,0
2023-01-12,101,1001,41,86.5223444864449,1,0
2023-01-13,101,1001,8,79.18374847779515,0,1
2023-01-14,101,1001,34,96.09349473894298,0,0
2023-01-15,101,1001,33,157.64536788629442,0,0
2023-01-16,101,1001,22,68.28291400054214,0,0
2023-01-17,101,1001,27,128.774507550059,0,0
2023-01-18,101,1001,27,77.78426698211145,0,0
2023-01-19,101,1001,41,172.36229652564214,1,0
2023-01-20,101,1001,28,50.387602226747354,0,0
2023-01-21,101,1001,51,169.06157755707744,1,0
2023-01-22,101,1001,40,185.88366571816405,0,0
2023-01-23,101,1001,28,167.07882728657927,0,0
2023-01-24,101,1001,22,150.71370042959217,0,0
2023-01-25,101,1001,29,117.76515181058437,0,0
2023-01-26,101,1001,22,180.38894369765788,0,0
2023-01-27,101,1001,21,53.54578790695046,0,0
2023-01-28,101,1001,33,84.79206441739632,0,0
2023-01-29,101,1001,27,139.55703753435375,0,1
2023-01-30,101,1001,22,157.63966484872645,0,0
2023-01-31,101,1001,21,172.80605856788492,0,0
2023-02-01,101,1001,24,91.12409998397088,0,0
2023-02-02,101,1001,24,78.78009870781143,0,0
2023-02-03,101,1001,28,142.573367509347,0,0
2023-02-04,101,1001,45,146.0252335742249,1,0
2023-02-05,101,1001,49,84.62437837310182,1,0
2023-02-06,101,1001,30,199.12090418317513,0,0
2023-02-07,101,1001,6,119.78084184255772,0,1
2023-02-08,101,1001,28,194.24986039322198,0,0
2023-02-09,101,1001,29,113.40336700942842,0,0
2023-02-10,101,1001,27,149.7367586730827,0,0
2023-02-11,101,1001,34,67.97435030264695,0,0
2023-02-12,101,1001,16,165.28997071827627,0,1
2023-02-13,101,1001,35,88.55708996481198,1,0
2023-02-14,101,1001,28,173.91014453787926,0,0
2023-02-15,101,1001,26,67.64735427103379,0,0
2023-02-16,101,1001,27,63.14641201457578,0,0
2023-02-17,101,1001,29,109.5472275611425,0,0
2023-02-18,101,1001,48,187.90879598216262,1,0
2023-02-19,101,1001,36,125.17294987730146,0,0
2023-02-20,101,1001,21,107.093494021487,0,0
2023-02-21,101,1001,28,71.19170739132588,0,0
2023-02-22,101,1001,27,110.44702681477422,0,0
2023-02-23,101,1001,22,193.59843318418808,0,0
2023-02-24,101,1001,22,69.87870091127726,0,0
2023-02-25,101,1001,36,70.87970369262948,0,0
2023-02-26,101,1001,49,109.79945416584697,1,0
2023-02-27,101,1001,29,121.73510345721084,0,0
2023-02-28,101,1001,11,115.92675329493652,0,1
2023-03-01,101,1001,26,140.38297457642975,0,0
2023-03-02,101,1001,27,167.11423791026596,0,0
2023-03-03,101,1001,30,163.13803165157947,0,0
2023-03-04,101,1001,38,75.59971378249976,0,0
2023-03-05,101,1001,35,65.156871651597,0,0
2023-03-06,101,1001,11,84.89683078440214,0,1
2023-03-07,101,1001,24,177.20238278741022,0,0
2023-03-08,101,1001,22,117.46769732319838,0,0
2023-03-09,101,1001,23,174.13068433503116,0,0
2023-03-10,101,1001,9,112.42309972696422,0,1
2023-03-11,101,1001,35,164.04347346832026,0,0
2023-03-12,101,1001,40,98.52505923672106,0,0
2023-03-13,101,1001,19,59.692501976612924,0,1
2023-03-14,101,1001,24,146.91351851937623,0,0
2023-03-15,101,1001,41,69.07996440311744,1,0
2023-03-16,101,1001,22,121.40271940531498,0,0
2023-03-17,101,1001,29,108.85905822927117,0,0
2023-03-18,101,1001,58,148.80382193111654,1,0
2023-03-19,101,1001,39,88.20059330690768,0,0
2023-03-20,101,1001,47,145.58022152124207,1,0
2023-03-21,101,1001,22,84.04470415480462,0,0
2023-03-22,101,1001,21,72.52535012255625,0,0
2023-03-23,101,1001,21,55.70327723561824,0,0
2023-03-24,101,1001,27,60.68850916478879,0,0
2023-03-25,101,1001,38,108.13928472241543,0,0
2023-03-26,101,1001,34,149.20559166056216,0,0
2023-03-27,101,1001,23,149.04540795520072,0,0
2023-03-28,101,1001,28,62.325750121464104,0,0
2023-03-29,101,1001,21,143.69953532813958,0,0
2023-03-30,101,1001,22,88.31202270278293,0,0
2023-03-31,101,1001,24,129.54531998737374,0,0
2023-04-01,101,1001,32,121.15041648593208,0,0
2023-04-02,101,1001,32,162.2109769144298,0,0
2023-04-03,101,1001,22,189.21254604890746,0,0
2023-04-04,101,1001,27,132.5137910687234,0,0
2023-04-05,101,1001,17,68.2252064451377,0,1
2023-04-06,101,1001,21,172.39204084529257,1,1
2023-04-07,101,1001,45,145.41061455947374,1,0
2023-04-08,101,1001,52,77.08918972629513,1,0
2023-04-09,101,1001,36,130.93343307432576,0,0
2023-04-10,101,1001,22,63.78063315650671,0,0
2023-04-11,101,1001,22,176.10545420168,0,0
2023-04-12,101,1001,26,126.25408203744199,0,0
2023-04-13,101,1001,26,180.99843737912116,0,0
2023-04-14,101,1001,29,119.23362116296849,0,0
2023-04-15,101,1001,38,198.77149270240452,0,0
2023-04-16,101,1001,38,148.63404691670345,0,0
2023-04-17,101,1001,29,142.39781753902685,0,0
2023-04-18,101,1001,22,133.1339771198025,0,0
2023-04-19,101,1001,45,161.8600674096848,1,0
2023-04-20,101,1001,47,163.4396986837179,1,0
2023-04-21,101,1001,27,68.70710853670857,0,0
2023-04-22,101,1001,34,138.95665012801763,0,0
2023-04-23,101,1001,35,76.75588764609947,0,0
2023-04-24,101,1001,30,169.12959969156265,0,0
2023-04-25,101,1001,24,126.51645687482377,0,0
2023-04-26,101,1001,23,134.22268819392855,0,0
2023-04-27,101,1001,24,139.9053448494401,0,0
2023-04-28,101,1001,23,124.73835233951804,0,0
2023-04-29,101,1001,33,167.73454656672013,0,0
2023-04-30,101,1001,36,128.0444865377981,0,0
2023-05-01,101,1001,24,85.37863987155306,0,0
2023-05-02,101,1001,24,164.98827859574652,0,0
2023-05-03,101,1001,39,145.4266047062349,1,0
2023-05-04,101,1001,42,138.16540412932972,1,0
2023-05-05,101,1001,17,53.92950627980972,0,1
2023-05-06,101,1001,31,154.65059412801128,0,0
2023-05-07,101,1001,52,83.8311994888599,1,0
2023-05-08,101,1001,39,115.27705988830351,1,0
2023-05-09,101,1001,25,57.476304167441235,0,0
2023-05-10,101,1001,27,159.4262342978595,0,0
2023-05-11,101,1001,26,69.702411221736,0,0
2023-05-12,101,1001,29,193.4921931625187,0,0
2023-05-13,101,1001,38,89.2558525603859,0,0
2023-05-14,101,1001,33,196.22519791716678,0,0
2023-05-15,101,1001,26,90.220853014327,0,0
2023-05-16,101,1001,29,59.39798051830318,0,0
2023-05-17,101,1001,30,97.27842816460384,0,0
2023-05-18,101,1001,27,159.86730977571347,0,0
2023-05-19,101,1001,24,109.01717698453874,0,0
2023-05-20,101,1001,40,159.62314474710945,0,0
2023-05-21,101,1001,54,79.71464491396102,1,0
2023-05-22,101,1001,28,192.05539816080844,0,0
2023-05-23,101,1001,29,158.00120594946696,0,0
2023-05-24,101,1001,30,131.76582923910496,0,0
2023-05-25,101,1001,28,158.42214548127257,0,0
2023-05-26,101,1001,29,141.9350241292924,0,0
2023-05-27,101,1001,55,191.85472205004234,1,0
2023-05-28,101,1001,39,111.76483123767628,0,0
2023-05-29,101,1001,27,126.87539731554975,0,0
2023-05-30,101,1001,42,80.20456732039617,1,0
2023-05-31,101,1001,46,163.51272585329525,1,0
2023-06-01,101,1001,26,148.94440495921134,0,0
2023-06-02,101,1001,42,162.60942604990208,1,0
2023-06-03,101,1001,31,119.58970652184992,0,0
2023-06-04,101,1001,38,169.75162823364923,0,0
2023-06-05,101,1001,27,107.06300112613435,0,0
2023-06-06,101,1001,23,78.00849436595622,0,0
2023-06-07,101,1001,28,136.63900488217362,0,0
2023-06-08,101,1001,25,79.37612188803783,0,0
2023-06-09,101,1001,28,133.67302878938023,0,0
2023-06-10,101,1001,32,185.92148821486495,0,0
2023-06-11,101,1001,32,139.71689440535272,0,0
2023-06-12,101,1001,27,148.14388284874428,0,0
2023-06-13,101,1001,25,62.519612748407496,0,0
2023-06-14,101,1001,29,68.36508475384116,1,1
2023-06-15,101,1001,22,114.12345318809227,0,0
2023-06-16,101,1001,27,63.95457296900408,0,0
2023-06-17,101,1001,34,61.91098769645443,0,0
2023-06-18,101,1001,53,131.11906324783166,1,0
2023-06-19,101,1001,12,173.24553465657075,0,1
2023-06-20,101,1001,29,174.23738786558278,0,0
